,id,anchor,target,context,score,input
0,37d61fd2272659b1,abatement,abatement of pollution,A47,0.5,TEXT1: A47; TEXT2: abatement of pollution; ANC1: abatement
845,d077f3a96d7ec5d5,adjustable multiple,hand machine tool,B25,0.25,TEXT1: B25; TEXT2: hand machine tool; ANC1: adjustable multiple
846,2e8b2710fcc75560,adjustable multiple,impact mechanism device,B25,0.25,TEXT1: B25; TEXT2: impact mechanism device; ANC1: adjustable multiple
847,9425c6a39b47f1c7,adjustable multiple,improved,B25,0.0,TEXT1: B25; TEXT2: improved; ANC1: adjustable multiple
848,5899ff49b400e042,adjustable multiple,multiple adjustment,B25,0.75,TEXT1: B25; TEXT2: multiple adjustment; ANC1: adjustable multiple
849,a99996d921235340,adjustable multiple,multiple alterable,B25,0.75,TEXT1: B25; TEXT2: multiple alterable; ANC1: adjustable multiple
850,ac5d2dc429c226ab,adjustable multiple,multiple cancer,B25,0.0,TEXT1: B25; TEXT2: multiple cancer; ANC1: adjustable multiple
851,fbf794a86c4d69c0,adjustable multiple,multiple fixed,B25,0.25,TEXT1: B25; TEXT2: multiple fixed; ANC1: adjustable multiple
852,6ea21d081924ae31,adjustable multiple,multiple lanes,B25,0.0,TEXT1: B25; TEXT2: multiple lanes; ANC1: adjustable multiple
853,4a763c8f73747bb7,adjustable multiple,multiple modifiable,B25,0.75,TEXT1: B25; TEXT2: multiple modifiable; ANC1: adjustable multiple
854,8c505f9eaf1f8508,adjustable multiple,multiple personality disorder,B25,0.0,TEXT1: B25; TEXT2: multiple personality disorder; ANC1: adjustable multiple
855,add7a5c67a9f2108,adjustable multiple,multiple sclerosis,B25,0.0,TEXT1: B25; TEXT2: multiple sclerosis; ANC1: adjustable multiple
856,3249352f3c594723,adjustable multiple,sliding panel,B25,0.25,TEXT1: B25; TEXT2: sliding panel; ANC1: adjustable multiple
857,cab46ee1c94a2cac,adjustable multiple,various adjustments,B25,0.75,TEXT1: B25; TEXT2: various adjustments; ANC1: adjustable multiple
858,bc036c2cfcf4ef15,aesthetic effects,adding cool effects,A63,0.5,TEXT1: A63; TEXT2: adding cool effects; ANC1: aesthetic effects
859,ca5c46cf341abf4d,aesthetic effects,aesthetic objects,A63,0.5,TEXT1: A63; TEXT2: aesthetic objects; ANC1: aesthetic effects
860,66583335020bcf02,aesthetic effects,aesthetic values,A63,0.5,TEXT1: A63; TEXT2: aesthetic values; ANC1: aesthetic effects
861,6080143b6d553422,aesthetic effects,aesthetically pleasing,A63,0.5,TEXT1: A63; TEXT2: aesthetically pleasing; ANC1: aesthetic effects
862,0fbd445077dd254f,aesthetic effects,animation software,A63,0.25,TEXT1: A63; TEXT2: animation software; ANC1: aesthetic effects
863,54339a2852c127be,aesthetic effects,artificial sources of aesthetic,A63,0.5,TEXT1: A63; TEXT2: artificial sources of aesthetic; ANC1: aesthetic effects
864,377ca51529b6f4ea,aesthetic effects,beautiful design,A63,0.25,TEXT1: A63; TEXT2: beautiful design; ANC1: aesthetic effects
865,31b2fd697cfe9d06,aesthetic effects,beautiful effect,A63,0.5,TEXT1: A63; TEXT2: beautiful effect; ANC1: aesthetic effects
866,be7b24c48b60fe11,aesthetic effects,beautiful effects,A63,0.5,TEXT1: A63; TEXT2: beautiful effects; ANC1: aesthetic effects
867,c2e04a65ab266d6b,aesthetic effects,beauty,A63,0.25,TEXT1: A63; TEXT2: beauty; ANC1: aesthetic effects
868,a580a16268dc20e0,aesthetic effects,branch of philosophy,A63,0.25,TEXT1: A63; TEXT2: branch of philosophy; ANC1: aesthetic effects
869,19fdd7fdbc7b2830,aesthetic effects,colorful effect,A63,0.5,TEXT1: A63; TEXT2: colorful effect; ANC1: aesthetic effects
870,258c9fb326843766,aesthetic effects,colorful effects,A63,0.5,TEXT1: A63; TEXT2: colorful effects; ANC1: aesthetic effects
871,7aea2f2ababa02fc,aesthetic effects,colorful flash,A63,0.5,TEXT1: A63; TEXT2: colorful flash; ANC1: aesthetic effects
872,7ae1ae001885248e,aesthetic effects,culture and nature,A63,0.25,TEXT1: A63; TEXT2: culture and nature; ANC1: aesthetic effects
873,f0f05e79c122624d,aesthetic effects,effective communication,A63,0.0,TEXT1: A63; TEXT2: effective communication; ANC1: aesthetic effects
874,b64fca77c42b204d,aesthetic effects,effects of air pollution,A63,0.0,TEXT1: A63; TEXT2: effects of air pollution; ANC1: aesthetic effects
875,8b23365e8db5eb53,aesthetic effects,effects of smoking,A63,0.0,TEXT1: A63; TEXT2: effects of smoking; ANC1: aesthetic effects
876,c856d067caaf0444,aesthetic effects,effects of soil pollution,A63,0.0,TEXT1: A63; TEXT2: effects of soil pollution; ANC1: aesthetic effects
877,e243f18ac2bed82c,aesthetic effects,effects of water pollution,A63,0.0,TEXT1: A63; TEXT2: effects of water pollution; ANC1: aesthetic effects
878,6cd3d55e430d658b,aesthetic effects,esthetics effects,A63,0.75,TEXT1: A63; TEXT2: esthetics effects; ANC1: aesthetic effects
879,d40354a6a65a4195,aesthetic effects,interesting effects,A63,0.5,TEXT1: A63; TEXT2: interesting effects; ANC1: aesthetic effects
880,5be3feaf4064da1e,aesthetic effects,interesting flash,A63,0.5,TEXT1: A63; TEXT2: interesting flash; ANC1: aesthetic effects
881,7f88df79b12e2a61,aesthetic effects,ornamental,A63,0.25,TEXT1: A63; TEXT2: ornamental; ANC1: aesthetic effects
882,3f63ee423bec0254,aesthetic effects,reflection on art,A63,0.25,TEXT1: A63; TEXT2: reflection on art; ANC1: aesthetic effects
883,c2fe11ce3f1443bd,aesthetic effects,side effects,A63,0.0,TEXT1: A63; TEXT2: side effects; ANC1: aesthetic effects
